route,t,p,lat,lon,bearing,bsp,twa,twd,tws,gust,isSample,live,twd,tws,gust,
,1640682134,12/28/21 9:02 AM,28.40813,-80.63055,52.8,0,,,,,TRUE,,,,,"[-80.63055, 28.40813], "
,1640685735,12/28/21 10:02 AM,28.40817,-80.63049,55.7,0,,,,,TRUE,,,,,"[-80.63049, 28.40817], "
,1640689339,12/28/21 11:02 AM,28.4082,-80.63044,210.4,0,,,,,TRUE,,,,,"[-80.63044, 28.4082], "
,1640692915,12/28/21 12:01 PM,28.40817,-80.63046,180,0,,,,,TRUE,,,,,"[-80.63046, 28.40817], "
,1640696546,12/28/21 1:02 PM,28.40806,-80.63046,341.3,0,,,,,TRUE,,,,,"[-80.63046, 28.40806], "
,1640700120,12/28/21 2:02 PM,28.40819,-80.63051,203.7,0,,,,,TRUE,,,,,"[-80.63051, 28.40819], "
,1640703722,12/28/21 3:02 PM,28.40811,-80.63055,149.6,0,,,,,TRUE,,,,,"[-80.63055, 28.40811], "
,1640707328,12/28/21 4:02 PM,28.40808,-80.63053,7.2,0,,,,,TRUE,,,,,"[-80.63053, 28.40808], "
,1640710931,12/28/21 5:02 PM,28.40815,-80.63052,176.1,0,,,,,TRUE,,,,,"[-80.63052, 28.40815], "
,1640714563,12/28/21 6:02 PM,28.40802,-80.63051,22.3,0,,,,,TRUE,,,,,"[-80.63051, 28.40802], "
,1640718164,12/28/21 7:02 PM,28.40832,-80.63037,281.7,0,,,,,TRUE,,,,,"[-80.63037, 28.40832], "
,1640721802,12/28/21 8:03 PM,28.40834,-80.63048,183,0,,,,,TRUE,,,,,"[-80.63048, 28.40834], "
,1640725356,12/28/21 9:02 PM,28.408,-80.6305,8.9,0,,,,,TRUE,,,,,"[-80.6305, 28.408], "
,1640728930,12/28/21 10:02 PM,28.40828,-80.63045,235.7,0,,,,,TRUE,,,,,"[-80.63045, 28.40828], "
,1640732500,12/28/21 11:01 PM,28.40822,-80.63055,110.8,0,,,,,TRUE,,,,,"[-80.63055, 28.40822], "
,1640736135,12/29/21 12:02 AM,28.40816,-80.63037,243.2,0,,,,,TRUE,,,,,"[-80.63037, 28.40816], "
,1640739737,12/29/21 1:02 AM,28.40812,-80.63046,75.8,0,,,,,TRUE,,,,,"[-80.63046, 28.40812], "
,1640743338,12/29/21 2:02 AM,28.40816,-80.63028,266.6,0,,,,,TRUE,,,,,"[-80.63028, 28.40816], "
,1640746943,12/29/21 3:02 AM,28.40815,-80.63047,209.2,0,,,,,TRUE,,,,,"[-80.63047, 28.40815], "
,1640750548,12/29/21 4:02 AM,28.40804,-80.63054,50.6,0,,,,,TRUE,,,,,"[-80.63054, 28.40804], "
,1640754149,12/29/21 5:02 AM,28.40817,-80.63036,277.2,0,,,,,TRUE,,,,,"[-80.63036, 28.40817], "
,1640757720,12/29/21 6:02 AM,28.40819,-80.63054,180,0,,,,,TRUE,,,,,"[-80.63054, 28.40819], "
,1640761332,12/29/21 7:02 AM,28.40811,-80.63054,30.4,0,,,,,TRUE,,,,,"[-80.63054, 28.40811], "
,1640764934,12/29/21 8:02 AM,28.40814,-80.63052,190,0,,,,,TRUE,,,,,"[-80.63052, 28.40814], "
,1640768536,12/29/21 9:02 AM,28.40794,-80.63056,71,0.5,,,,,TRUE,,,,,"[-80.63056, 28.40794], "
,1640772136,12/29/21 10:02 AM,28.40935,-80.62591,138.2,8.7,,,,,TRUE,,,,,"[-80.62591, 28.40935], "
,1640775739,12/29/21 11:02 AM,28.35124,-80.56685,171.2,10.9,,,,,TRUE,,,,,"[-80.56685, 28.35124], "
,1640779373,12/29/21 12:02 PM,28.2532,-80.54966,164.7,12.5,,,,,TRUE,,,,,"[-80.54966, 28.2532], "
,1640782917,12/29/21 1:01 PM,28.1464,-80.51648,166.4,11.8,,,,,TRUE,,,,,"[-80.51648, 28.1464], "
,1640786550,12/29/21 2:02 PM,28.04255,-80.48799,164.5,10.9,,,,,TRUE,,,,,"[-80.48799, 28.04255], "
,1640790121,12/29/21 3:02 PM,27.94867,-80.45853,158.4,10.8,,,,,TRUE,,,,,"[-80.45853, 27.94867], "
,1640793725,12/29/21 4:02 PM,27.85848,-80.41814,157.1,9.8,,,,,TRUE,,,,,"[-80.41814, 27.85848], "
,1640797328,12/29/21 5:02 PM,27.77744,-80.37948,163.4,10.9,,,,,TRUE,,,,,"[-80.37948, 27.77744], "
,1640800960,12/29/21 6:02 PM,27.68267,-80.3475,159.6,9.5,,,,,TRUE,,,,,"[-80.3475, 27.68267], "
,1640804532,12/29/21 7:02 PM,27.60285,-80.31397,167.3,10,,,,,TRUE,,,,,"[-80.31397, 27.60285], "
,1640808137,12/29/21 8:02 PM,27.51523,-80.29163,199.2,6.2,,,,,TRUE,,,,,"[-80.29163, 27.51523], "
,1640811740,12/29/21 9:02 PM,27.46256,-80.3123,64.2,0,,,,,TRUE,,,,,"[-80.3123, 27.46256], "
,1640815343,12/29/21 10:02 PM,27.46262,-80.31216,284.6,0,,,,,TRUE,,,,,"[-80.31216, 27.46262], "
,1640818915,12/29/21 11:01 PM,27.46265,-80.31229,62.3,0,,,,,TRUE,,,,,"[-80.31229, 27.46265], "
,1640822545,12/30/21 12:02 AM,27.46272,-80.31214,55.9,0,,,,,TRUE,,,,,"[-80.31214, 27.46272], "
,1640826117,12/30/21 1:01 AM,27.46275,-80.31209,185.6,0,,,,,TRUE,,,,,"[-80.31209, 27.46275], "
,1640829718,12/30/21 2:01 AM,27.46266,-80.3121,90,0,,,,,TRUE,,,,,"[-80.3121, 27.46266], "
,1640833348,12/30/21 3:02 AM,27.46266,-80.31201,306.9,0,,,,,TRUE,,,,,"[-80.31201, 27.46266], "
,1640836949,12/30/21 4:02 AM,27.46268,-80.31204,53.1,0,,,,,TRUE,,,,,"[-80.31204, 27.46268], "
,1640840554,12/30/21 5:02 AM,27.46272,-80.31198,262.9,0,,,,,TRUE,,,,,"[-80.31198, 27.46272], "
,1640844126,12/30/21 6:02 AM,27.46271,-80.31207,226,0,,,,,TRUE,,,,,"[-80.31207, 27.46271], "
,1640847728,12/30/21 7:02 AM,27.46259,-80.31221,142.2,0,,,,,TRUE,,,,,"[-80.31221, 27.46259], "
,1640851330,12/30/21 8:02 AM,27.46251,-80.31214,340.5,0,,,,,TRUE,,,,,"[-80.31214, 27.46251], "
,1640854931,12/30/21 9:02 AM,27.46261,-80.31218,221.6,0,,,,,TRUE,,,,,"[-80.31218, 27.46261], "
,1640858531,12/30/21 10:02 AM,27.4626,-80.31219,349.9,0,,,,,TRUE,,,,,"[-80.31219, 27.4626], "
,1640862133,12/30/21 11:02 AM,27.4627,-80.31221,343.5,0,,,,,TRUE,,,,,"[-80.31221, 27.4627], "
,1640865708,12/30/21 12:01 PM,27.46273,-80.31222,124.6,5.8,,,,,TRUE,,,,,"[-80.31222, 27.46273], "
,1640869341,12/30/21 1:02 PM,27.43302,-80.26371,157,11.2,,,,,TRUE,,,,,"[-80.26371, 27.43302], "
,1640872941,12/30/21 2:02 PM,27.34039,-80.2194,157,11.1,,,,,TRUE,,,,,"[-80.2194, 27.34039], "
,1640876542,12/30/21 3:02 PM,27.2488,-80.17563,157.2,11,,,,,TRUE,,,,,"[-80.17563, 27.2488], "
,1640880173,12/30/21 4:02 PM,27.15719,-80.13226,163.5,11,,,,,TRUE,,,,,"[-80.13226, 27.15719], "
,1640883714,12/30/21 5:01 PM,27.06414,-80.10121,161.5,10.3,,,,,TRUE,,,,,"[-80.10121, 27.06414], "
,1640887344,12/30/21 6:02 PM,26.97524,-80.06777,167.5,9.3,,,,,TRUE,,,,,"[-80.06777, 26.97524], "
,1640890948,12/30/21 7:02 PM,26.89331,-80.04747,168,8.6,,,,,TRUE,,,,,"[-80.04747, 26.89331], "
,1640894544,12/30/21 8:02 PM,26.81755,-80.02937,176.5,7.9,,,,,TRUE,,,,,"[-80.02937, 26.81755], "
,1640898124,12/30/21 9:02 PM,26.7471,-80.0246,181.9,10.7,,,,,TRUE,,,,,"[-80.0246, 26.7471], "
,1640901755,12/30/21 10:02 PM,26.64968,-80.02817,183.6,11.7,,,,,TRUE,,,,,"[-80.02817, 26.64968], "
,1640905329,12/30/21 11:02 PM,26.54506,-80.03544,186.4,10.8,,,,,TRUE,,,,,"[-80.03544, 26.54506], "
,1640908931,12/31/21 12:02 AM,26.44873,-80.04745,186.3,8.3,,,,,TRUE,,,,,"[-80.04745, 26.44873], "
,1640912531,12/31/21 1:02 AM,26.37448,-80.05666,186.2,12.9,,,,,TRUE,,,,,"[-80.05666, 26.37448], "
,1640916131,12/31/21 2:02 AM,26.25876,-80.07063,188.1,13.1,,,,,TRUE,,,,,"[-80.07063, 26.25876], "
,1640919733,12/31/21 3:02 AM,26.14181,-80.08913,188.7,1.5,,,,,TRUE,,,,,"[-80.08913, 26.14181], "
,1640923335,12/31/21 4:02 AM,26.12836,-80.09141,82.9,0,,,,,TRUE,,,,,"[-80.09141, 26.12836], "
,1640926935,12/31/21 5:02 AM,26.12837,-80.09132,209.6,0,,,,,TRUE,,,,,"[-80.09132, 26.12837], "
,1640930536,12/31/21 6:02 AM,26.12818,-80.09144,94.2,0,,,,,TRUE,,,,,"[-80.09144, 26.12818], "
,1640934105,12/31/21 7:01 AM,26.12817,-80.09129,163.3,0,,,,,TRUE,,,,,"[-80.09129, 26.12817], "
,1640937736,12/31/21 8:02 AM,26.12811,-80.09127,258.6,0,,,,,TRUE,,,,,"[-80.09127, 26.12811], "
,1640941306,12/31/21 9:01 AM,26.12809,-80.09138,152.8,0,,,,,TRUE,,,,,"[-80.09138, 26.12809], "
,1640944937,12/31/21 10:02 AM,26.12802,-80.09134,335.8,0,,,,,TRUE,,,,,"[-80.09134, 26.12802], "
,1640948541,12/31/21 11:02 AM,26.12808,-80.09137,178.6,4.5,,,,,TRUE,,,,,"[-80.09137, 26.12808], "
,1640952145,12/31/21 12:02 PM,26.08795,-80.0903,183.9,11.7,,,,,TRUE,,,,,"[-80.0903, 26.08795], "
,1640955748,12/31/21 1:02 PM,25.98321,-80.09824,183.9,11.4,,,,,TRUE,,,,,"[-80.09824, 25.98321], "
,1640959348,12/31/21 2:02 PM,25.88047,-80.10594,186.3,11.5,,,,,TRUE,,,,,"[-80.10594, 25.88047], "
,1640962949,12/31/21 3:02 PM,25.77776,-80.11852,244.8,7.2,,,,,TRUE,,,,,"[-80.11852, 25.77776], "
,1640966550,12/31/21 4:02 PM,25.74995,-80.18404,227.6,5.5,,,,,TRUE,,,,,"[-80.18404, 25.74995], "
,1640970122,12/31/21 5:02 PM,25.71706,-80.22406,237.1,0,,,,,TRUE,,,,,"[-80.22406, 25.71706], "
,1640973730,12/31/21 6:02 PM,25.71699,-80.22418,348.3,0,,,,,TRUE,,,,,"[-80.22418, 25.71699], "
,1640977332,12/31/21 7:02 PM,25.71712,-80.22421,119,0,,,,,TRUE,,,,,"[-80.22421, 25.71712], "
,1640980934,12/31/21 8:02 PM,25.71709,-80.22415,110.3,0,,,,,TRUE,,,,,"[-80.22415, 25.71709], "
,1640984539,12/31/21 9:02 PM,25.71708,-80.22412,290.3,0,,,,,TRUE,,,,,"[-80.22412, 25.71708], "
,1640988142,12/31/21 10:02 PM,25.71712,-80.22424,90,0,,,,,TRUE,,,,,"[-80.22424, 25.71712], "
,1640991712,12/31/21 11:01 PM,25.71712,-80.22422,167.3,0,,,,,TRUE,,,,,"[-80.22422, 25.71712], "
,1640995344,1/1/22 12:02 AM,25.71708,-80.22421,222,0,,,,,TRUE,,,,,"[-80.22421, 25.71708], "
,1640998944,1/1/22 1:02 AM,25.71707,-80.22422,188.5,0,,,,,TRUE,,,,,"[-80.22422, 25.71707], "
,1641002545,1/1/22 2:02 AM,25.71701,-80.22423,214,0,,,,,TRUE,,,,,"[-80.22423, 25.71701], "
,1641006147,1/1/22 3:02 AM,25.71693,-80.22429,13.3,0,,,,,TRUE,,,,,"[-80.22429, 25.71693], "
,1641009748,1/1/22 4:02 AM,25.71712,-80.22424,231.6,0,,,,,TRUE,,,,,"[-80.22424, 25.71712], "
,1641013319,1/1/22 5:01 AM,25.71702,-80.22438,132.8,0,,,,,TRUE,,,,,"[-80.22438, 25.71702], "
,1641016951,1/1/22 6:02 AM,25.71697,-80.22432,249.7,0,,,,,TRUE,,,,,"[-80.22432, 25.71697], "
,1641020522,1/1/22 7:02 AM,25.71696,-80.22435,0,0,,,,,TRUE,,,,,"[-80.22435, 25.71696], "
,1641024155,1/1/22 8:02 AM,25.71703,-80.22435,31,0,,,,,TRUE,,,,,"[-80.22435, 25.71703], "
,1641027728,1/1/22 9:02 AM,25.71715,-80.22427,123.7,0,,,,,TRUE,,,,,"[-80.22427, 25.71715], "
,1641031360,1/1/22 10:02 AM,25.71712,-80.22422,233.5,0,,,,,TRUE,,,,,"[-80.22422, 25.71712], "
,1641034932,1/1/22 11:02 AM,25.7171,-80.22425,270,0,,,,,TRUE,,,,,"[-80.22425, 25.7171], "
,1641038533,1/1/22 12:02 PM,25.7171,-80.22426,270,0,,,,,TRUE,,,,,"[-80.22426, 25.7171], "
,1641042134,1/1/22 1:02 PM,25.7171,-80.22434,169.8,0,,,,,TRUE,,,,,"[-80.22434, 25.7171], "
,1641045735,1/1/22 2:02 PM,25.71705,-80.22433,53.5,0,,,,,TRUE,,,,,"[-80.22433, 25.71705], "
,1641049339,1/1/22 3:02 PM,25.71707,-80.2243,64.6,0,,,,,TRUE,,,,,"[-80.2243, 25.71707], "
,1641052941,1/1/22 4:02 PM,25.7171,-80.22423,83.5,6.9,,,,,TRUE,,,,,"[-80.22423, 25.7171], "
,1641056541,1/1/22 5:02 PM,25.72411,-80.15584,330.7,5.5,,,,,TRUE,,,,,"[-80.15584, 25.72411], "
,1641060142,1/1/22 6:02 PM,25.76688,-80.18252,95.8,9.7,,,,,TRUE,,,,,"[-80.18252, 25.76688], "
,1641063744,1/1/22 7:02 PM,25.75808,-80.08634,68.1,9.3,,,,,TRUE,,,,,"[-80.08634, 25.75808], "
,1641067338,1/1/22 8:02 PM,25.78935,-79.99988,57.3,11.3,,,,,TRUE,,,,,"[-79.99988, 25.78935], "
,1641070947,1/1/22 9:02 PM,25.8447,-79.9042,52.7,12.1,,,,,TRUE,,,,,"[-79.9042, 25.8447], "
,1641074548,1/1/22 10:02 PM,25.91087,-79.80764,58.9,11.8,,,,,TRUE,,,,,"[-79.80764, 25.91087], "
,1641078118,1/1/22 11:01 PM,25.96512,-79.70766,75.1,11.4,,,,,TRUE,,,,,"[-79.70766, 25.96512], "
,1641081748,1/2/22 12:02 AM,25.99165,-79.59694,81.5,10.8,,,,,TRUE,,,,,"[-79.59694, 25.99165], "
,1641085350,1/2/22 1:02 AM,26.00593,-79.49016,88,9.7,,,,,TRUE,,,,,"[-79.49016, 26.00593], "
,1641088952,1/2/22 2:02 AM,26.00896,-79.39262,113.5,8.5,,,,,TRUE,,,,,"[-79.39262, 26.00896], "
,1641092582,1/2/22 3:03 AM,25.97815,-79.31376,177.5,8.5,,,,,TRUE,,,,,"[-79.31376, 25.97815], "
,1641096155,1/2/22 4:02 AM,25.90195,-79.31,176.7,8.1,,,,,TRUE,,,,,"[-79.31, 25.90195], "
,1641099755,1/2/22 5:02 AM,25.82884,-79.30534,178.7,10.7,,,,,TRUE,,,,,"[-79.30534, 25.82884], "
,1641103355,1/2/22 6:02 AM,25.73238,-79.30299,181.3,0.9,,,,,TRUE,,,,,"[-79.30299, 25.73238], "
,1641106926,1/2/22 7:02 AM,25.72431,-79.3032,343.3,0,,,,,TRUE,,,,,"[-79.3032, 25.72431], "
,1641110527,1/2/22 8:02 AM,25.72446,-79.30325,94.9,0,,,,,TRUE,,,,,"[-79.30325, 25.72446], "
,1641114128,1/2/22 9:02 AM,25.72445,-79.30312,180,0,,,,,TRUE,,,,,"[-79.30312, 25.72445], "
,1641117759,1/2/22 10:02 AM,25.72442,-79.30312,125,0,,,,,TRUE,,,,,"[-79.30312, 25.72442], "
,1641121332,1/2/22 11:02 AM,25.7243,-79.30293,290.3,0,,,,,TRUE,,,,,"[-79.30293, 25.7243], "
,1641124933,1/2/22 12:02 PM,25.72433,-79.30302,329,0,,,,,TRUE,,,,,"[-79.30302, 25.72433], "
,1641128534,1/2/22 1:02 PM,25.72445,-79.3031,79.6,0.8,,,,,TRUE,,,,,"[-79.3031, 25.72445], "
,1641132136,1/2/22 2:02 PM,25.72574,-79.29529,323.6,0,,,,,TRUE,,,,,"[-79.29529, 25.72574], "
,1641135776,1/2/22 3:02 PM,25.72585,-79.29538,238,0,,,,,TRUE,,,,,"[-79.29538, 25.72585], "
,1641139348,1/2/22 4:02 PM,25.72576,-79.29554,69.1,0,,,,,TRUE,,,,,"[-79.29554, 25.72576], "
,1641142950,1/2/22 5:02 PM,25.72587,-79.29522,194,4.7,,,,,TRUE,,,,,"[-79.29522, 25.72587], "
,1641146552,1/2/22 6:02 PM,25.68462,-79.3066,161.9,3.7,,,,,TRUE,,,,,"[-79.3066, 25.68462], "
,1641150153,1/2/22 7:02 PM,25.65254,-79.295,175.9,2.7,,,,,TRUE,,,,,"[-79.295, 25.65254], "
,1641153733,1/2/22 8:02 PM,25.62838,-79.2931,194.7,4.5,,,,,TRUE,,,,,"[-79.2931, 25.62838], "
,1641157340,1/2/22 9:02 PM,25.58896,-79.30456,201.8,0,,,,,TRUE,,,,,"[-79.30456, 25.58896], "
,1641160943,1/2/22 10:02 PM,25.58887,-79.3046,42,0,,,,,TRUE,,,,,"[-79.3046, 25.58887], "
,1641164513,1/2/22 11:01 PM,25.58889,-79.30458,341.1,0.9,,,,,TRUE,,,,,"[-79.30458, 25.58889], "
,1641168115,1/3/22 12:01 AM,25.59616,-79.30734,108.8,10.2,,,,,TRUE,,,,,"[-79.30734, 25.59616], "
,1641171748,1/3/22 1:02 AM,25.56614,-79.20968,95.6,10.4,,,,,TRUE,,,,,"[-79.20968, 25.56614], "
,1641175349,1/3/22 2:02 AM,25.557,-79.10648,95.6,10.1,,,,,TRUE,,,,,"[-79.10648, 25.557], "
,1641178954,1/3/22 3:02 AM,25.54818,-79.0063,98.5,10.1,,,,,TRUE,,,,,"[-79.0063, 25.54818], "
,1641182555,1/3/22 4:02 AM,25.53476,-78.90698,95.4,10.3,,,,,TRUE,,,,,"[-78.90698, 25.53476], "
,1641186127,1/3/22 5:02 AM,25.52611,-78.80516,95.3,11.6,,,,,TRUE,,,,,"[-78.80516, 25.52611], "
,1641189758,1/3/22 6:02 AM,25.51632,-78.68936,95.4,12.9,,,,,TRUE,,,,,"[-78.68936, 25.51632], "
,1641193328,1/3/22 7:02 AM,25.50547,-78.56251,95.4,12.5,,,,,TRUE,,,,,"[-78.56251, 25.50547], "
,1641196929,1/3/22 8:02 AM,25.49479,-78.43822,97.3,10.6,,,,,TRUE,,,,,"[-78.43822, 25.49479], "
,1641207734,1/3/22 11:02 AM,25.45789,-78.12261,111.8,10.9,,,,,TRUE,,,,,"[-78.12261, 25.45789], "
,1641211368,1/3/22 12:02 PM,25.42099,-78.02034,103.4,11.4,,,,,TRUE,,,,,"[-78.02034, 25.42099], "
,1641214939,1/3/22 1:02 PM,25.39739,-77.91068,91.8,12.7,,,,,TRUE,,,,,"[-77.91068, 25.39739], "
,1641218542,1/3/22 2:02 PM,25.39367,-77.7844,57.1,10.4,,,,,TRUE,,,,,"[-77.7844, 25.39367], "
,1641222174,1/3/22 3:02 PM,25.44481,-77.69697,38.6,8.3,,,,,TRUE,,,,,"[-77.69697, 25.44481], "
,1641225746,1/3/22 4:02 PM,25.50282,-77.64559,326.3,13.7,,,,,TRUE,,,,,"[-77.64559, 25.50282], "
,1641229347,1/3/22 5:02 PM,25.60503,-77.72126,306.6,2.4,,,,,TRUE,,,,,"[-77.72126, 25.60503], "
,1641232949,1/3/22 6:02 PM,25.61787,-77.74042,180,0,,,,,TRUE,,,,,"[-77.74042, 25.61787], "
,1641236551,1/3/22 7:02 PM,25.61785,-77.74042,21.1,0,,,,,TRUE,,,,,"[-77.74042, 25.61785], "
,1641240152,1/3/22 8:02 PM,25.61792,-77.74039,270,0,,,,,TRUE,,,,,"[-77.74039, 25.61792], "
,1641243756,1/3/22 9:02 PM,25.61792,-77.74041,335.7,0,,,,,TRUE,,,,,"[-77.74041, 25.61792], "
,1641247331,1/3/22 10:02 PM,25.618,-77.74045,97.9,0,,,,,TRUE,,,,,"[-77.74045, 25.618], "
,1641250931,1/3/22 11:02 PM,25.61799,-77.74037,192.7,0,,,,,TRUE,,,,,"[-77.74037, 25.61799], "
,1641254533,1/4/22 12:02 AM,25.61791,-77.74039,184,0,,,,,TRUE,,,,,"[-77.74039, 25.61791], "
,1641258164,1/4/22 1:02 AM,25.61778,-77.7404,224.2,0,,,,,TRUE,,,,,"[-77.7404, 25.61778], "
,1641261735,1/4/22 2:02 AM,25.61765,-77.74054,204.3,0,,,,,TRUE,,,,,"[-77.74054, 25.61765], "
,1641265338,1/4/22 3:02 AM,25.61759,-77.74057,313.5,0,,,,,TRUE,,,,,"[-77.74057, 25.61759], "
,1641268939,1/4/22 4:02 AM,25.61765,-77.74064,332.7,0,,,,,TRUE,,,,,"[-77.74064, 25.61765], "
,1641272541,1/4/22 5:02 AM,25.61772,-77.74068,164.9,0,,,,,TRUE,,,,,"[-77.74068, 25.61772], "
,1641276142,1/4/22 6:02 AM,25.61762,-77.74065,270,0,,,,,TRUE,,,,,"[-77.74065, 25.61762], "
,1641279742,1/4/22 7:02 AM,25.61762,-77.74073,16.7,0,,,,,TRUE,,,,,"[-77.74073, 25.61762], "
,1641283344,1/4/22 8:02 AM,25.61768,-77.74071,248,0,,,,,TRUE,,,,,"[-77.74071, 25.61768], "
,1641286946,1/4/22 9:02 AM,25.61764,-77.74082,90,0,,,,,TRUE,,,,,"[-77.74082, 25.61764], "
,1641290548,1/4/22 10:02 AM,25.61764,-77.7408,350.7,0,,,,,TRUE,,,,,"[-77.7408, 25.61764], "
,1641294148,1/4/22 11:02 AM,25.61775,-77.74082,154.1,0,,,,,TRUE,,,,,"[-77.74082, 25.61775], "
,1641297748,1/4/22 12:02 PM,25.61762,-77.74075,352.7,0,,,,,TRUE,,,,,"[-77.74075, 25.61762], "
,1641301350,1/4/22 1:02 PM,25.61769,-77.74076,277,0,,,,,TRUE,,,,,"[-77.74076, 25.61769], "
,1641304951,1/4/22 2:02 PM,25.6177,-77.74085,107.6,0,,,,,TRUE,,,,,"[-77.74085, 25.6177], "
,1641308558,1/4/22 3:02 PM,25.61768,-77.74078,347.3,0,,,,,TRUE,,,,,"[-77.74078, 25.61768], "
,1641312161,1/4/22 4:02 PM,25.61776,-77.7408,180,0,,,,,TRUE,,,,,"[-77.7408, 25.61776], "
,1641315762,1/4/22 5:02 PM,25.61771,-77.7408,287.6,0,,,,,TRUE,,,,,"[-77.7408, 25.61771], "
,1641319355,1/4/22 6:02 PM,25.61773,-77.74087,113.9,0,,,,,TRUE,,,,,"[-77.74087, 25.61773], "
,1641322935,1/4/22 7:02 PM,25.61769,-77.74077,262.1,0,,,,,TRUE,,,,,"[-77.74077, 25.61769], "
,1641326535,1/4/22 8:02 PM,25.61767,-77.74093,16.7,0,,,,,TRUE,,,,,"[-77.74093, 25.61767], "
,1641330137,1/4/22 9:02 PM,25.6177,-77.74092,55.3,0,,,,,TRUE,,,,,"[-77.74092, 25.6177], "
,1641333740,1/4/22 10:02 PM,25.61775,-77.74084,215.8,0,,,,,TRUE,,,,,"[-77.74084, 25.61775], "
,1641337337,1/4/22 11:02 PM,25.6177,-77.74088,299,0,,,,,TRUE,,,,,"[-77.74088, 25.6177], "
,1641340939,1/5/22 12:02 AM,25.61774,-77.74096,159.3,0.7,,,,,TRUE,,,,,"[-77.74096, 25.61774], "
,1641344539,1/5/22 1:02 AM,25.61181,-77.73848,261,0.1,,,,,TRUE,,,,,"[-77.73848, 25.61181], "
,1641345439,1/5/22 1:17 AM,25.61178,-77.73869,226.5,0,,,,,TRUE,,,,,"[-77.73869, 25.61178], "
,1641349015,1/5/22 2:16 AM,25.61172,-77.73876,165.6,0,,,,,TRUE,,,,,"[-77.73876, 25.61172], "
,1641352628,1/5/22 3:17 AM,25.61158,-77.73872,350.7,0,,,,,TRUE,,,,,"[-77.73872, 25.61158], "
,1641356207,1/5/22 4:16 AM,25.61169,-77.73874,117.8,0,,,,,TRUE,,,,,"[-77.73874, 25.61169], "
,1641359810,1/5/22 5:16 AM,25.61159,-77.73853,351.7,0,,,,,TRUE,,,,,"[-77.73853, 25.61159], "
,1641363411,1/5/22 6:16 AM,25.6119,-77.73858,120,1.9,,,,,TRUE,,,,,"[-77.73858, 25.6119], "
,1641367021,1/5/22 7:17 AM,25.60335,-77.72214,152.5,10.8,,,,,TRUE,,,,,"[-77.72214, 25.60335], "
,1641370598,1/5/22 8:16 AM,25.5177,-77.67282,165.9,11.1,,,,,TRUE,,,,,"[-77.67282, 25.5177], "
,1641374228,1/5/22 9:17 AM,25.41961,-77.64545,155.1,8.9,,,,,TRUE,,,,,"[-77.64545, 25.41961], "
,1641377834,1/5/22 10:17 AM,25.34694,-77.60815,143.4,8.3,,,,,TRUE,,,,,"[-77.60815, 25.34694], "
,1641381415,1/5/22 11:16 AM,25.28752,-77.55927,142,10.4,,,,,TRUE,,,,,"[-77.55927, 25.28752], "
,1641385047,1/5/22 12:17 PM,25.2129,-77.49486,126.3,11.6,,,,,TRUE,,,,,"[-77.49486, 25.2129], "
,1641388619,1/5/22 1:16 PM,25.15131,-77.40223,122.8,11.2,,,,,TRUE,,,,,"[-77.40223, 25.15131], "
,1641392221,1/5/22 2:17 PM,25.09669,-77.30876,190.1,2.4,,,,,TRUE,,,,,"[-77.30876, 25.09669], "
,1641395825,1/5/22 3:17 PM,25.07503,-77.31304,219.9,0,,,,,TRUE,,,,,"[-77.31304, 25.07503], "
,1641399426,1/5/22 4:17 PM,25.0749,-77.31316,348.6,0,,,,,TRUE,,,,,"[-77.31316, 25.0749], "
,1641403027,1/5/22 5:17 PM,25.07499,-77.31318,343.2,0,,,,,TRUE,,,,,"[-77.31318, 25.07499], "
,1641406629,1/5/22 6:17 PM,25.07511,-77.31322,176,0,,,,,TRUE,,,,,"[-77.31322, 25.07511], "
,1641410236,1/5/22 7:17 PM,25.07498,-77.31321,277.9,0,,,,,TRUE,,,,,"[-77.31321, 25.07498], "
,1641413811,1/5/22 8:16 PM,25.075,-77.31337,150.5,0,,,,,TRUE,,,,,"[-77.31337, 25.075], "
,1641417424,1/5/22 9:17 PM,25.07492,-77.31332,90,0,,,,,TRUE,,,,,"[-77.31332, 25.07492], "
,1641421025,1/5/22 10:17 PM,25.07492,-77.3131,287,0,,,,,TRUE,,,,,"[-77.3131, 25.07492], "
,1641424629,1/5/22 11:17 PM,25.07502,-77.31346,77.9,0,,,,,TRUE,,,,,"[-77.31346, 25.07502], "
,1641428234,1/6/22 12:17 AM,25.07509,-77.3131,215.9,0,,,,,TRUE,,,,,"[-77.3131, 25.07509], "
,1641431865,1/6/22 1:17 AM,25.07499,-77.31318,317.8,0,,,,,TRUE,,,,,"[-77.31318, 25.07499], "
,1641435437,1/6/22 2:17 AM,25.07502,-77.31321,270,0,,,,,TRUE,,,,,"[-77.31321, 25.07502], "
,1641439039,1/6/22 3:17 AM,25.07502,-77.31322,111.5,0,,,,,TRUE,,,,,"[-77.31322, 25.07502], "
,1641442617,1/6/22 4:16 AM,25.07497,-77.31308,286.2,0,,,,,TRUE,,,,,"[-77.31308, 25.07497], "
,1641446218,1/6/22 5:16 AM,25.07502,-77.31327,155.6,0,,,,,TRUE,,,,,"[-77.31327, 25.07502], "
,1641449820,1/6/22 6:17 AM,25.075,-77.31326,222.2,0,,,,,TRUE,,,,,"[-77.31326, 25.075], "
